time (s),voltage (V),,,,,,,
7.34E-07,-0.0040201,,,,,,,
7.35E-07,-0.00442211,,,,,,,
7.36E-07,-0.00522613,,,,,,,
7.38E-07,-0.00522613,,,,,,,
7.39E-07,-0.00522613,,,,,,,
7.40E-07,-0.00562814,,,,,,,
7.41E-07,-0.00522613,,,,,,,
7.43E-07,-0.00442211,,,,,,,
7.44E-07,-0.00522613,,,,,,,
7.45E-07,-0.00522613,,,,,,,
7.46E-07,-0.00522613,,,,,,,
7.48E-07,-0.00603015,,,,,,,
7.49E-07,-0.00603015,,,,,,,
7.50E-07,-0.00562814,,,,,,,
7.51E-07,-0.00562814,,,,,,,
7.53E-07,-0.00643216,,,,,,,
7.54E-07,-0.00683417,,,,,,,
7.55E-07,-0.00603015,,,,,,,
7.56E-07,-0.00643216,,,,,,,
7.58E-07,-0.00683417,,,,,,,
7.59E-07,-0.00643216,,,,,,,
7.60E-07,-0.00683417,,,,,,,
7.61E-07,-0.00723618,,,,,,,
7.63E-07,-0.00683417,,,,,,,
7.64E-07,-0.00643216,,,,,,,
7.65E-07,-0.00683417,,,,,,,
7.66E-07,-0.00763819,,,,,,,
7.68E-07,-0.00763819,,,,,,,
7.69E-07,-0.00763819,,,,,,,
7.70E-07,-0.0080402,,,,,,,
7.71E-07,-0.0080402,,,,,,,
7.73E-07,-0.00884422,,,,,,,
7.74E-07,-0.00884422,,,,,,,
7.75E-07,-0.00924623,,,,,,,
7.76E-07,-0.00964824,,,,,,,
7.78E-07,-0.01005025,,,,,,,
7.79E-07,-0.01045226,,,,,,,
7.80E-07,-0.01045226,,,,,,,
7.81E-07,-0.01085427,,,,,,,
7.83E-07,-0.01125628,,,,,,,
7.84E-07,-0.01165829,,,,,,,
7.85E-07,-0.0120603,,,,,,,
7.86E-07,-0.01246231,,,,,,,
7.88E-07,-0.01286432,,,,,,,
7.89E-07,-0.01286432,,,,,,,
7.90E-07,-0.01366834,,,,,,,
7.91E-07,-0.01407035,,,,,,,
7.93E-07,-0.01407035,,,,,,,
7.94E-07,-0.01447236,,,,,,,
7.95E-07,-0.01487437,,,,,,,
7.96E-07,-0.01567839,,,,,,,
7.98E-07,-0.0160804,,,,,,,
7.99E-07,-0.0160804,,,,,,,
8.00E-07,-0.016884419,,,,,,,
8.01E-07,-0.017286429,,,,,,,
8.03E-07,-0.017286429,,,,,,,
8.04E-07,-0.017688439,,,,,,,
8.05E-07,-0.018492459,,,,,,,
8.06E-07,-0.018894469,,,,,,,
8.08E-07,-0.019296479,,,,,,,
8.09E-07,-0.020100499,,,,,,,
8.10E-07,-0.020100499,,,,,,,
8.11E-07,-0.019296479,,,,,,,
8.13E-07,-0.019698489,,,,,,,
8.14E-07,-0.020904519,,,,,,,
8.15E-07,-0.020502509,,,,,,,
8.16E-07,-0.020904519,,,,,,,
8.18E-07,-0.021708539,,,,,,,
8.19E-07,-0.021708539,,,,,,,
8.20E-07,-0.022110549,,,,,,,
8.21E-07,-0.022110549,,,,,,,
8.23E-07,-0.021708539,,,,,,,
8.24E-07,-0.021306529,,,,,,,
8.25E-07,-0.022110549,,,,,,,
8.26E-07,-0.022110549,,,,,,,
8.28E-07,-0.021708539,,,,,,,
8.29E-07,-0.021306529,,,,,,,
8.30E-07,-0.021306529,,,,,,,
8.31E-07,-0.020904519,,,,,,,
8.33E-07,-0.020100499,,,,,,,
8.34E-07,-0.019698489,,,,,,,
8.35E-07,-0.019296479,,,,,,,
8.36E-07,-0.018090449,,,,,,,
8.38E-07,-0.018090449,,,,,,,
8.39E-07,-0.017286429,,,,,,,
8.40E-07,-0.0160804,,,,,,,
8.41E-07,-0.01527638,,,,,,,
8.43E-07,-0.01487437,,,,,,,
8.44E-07,-0.01407035,,,,,,,
8.45E-07,-0.01326633,,,,,,,
8.46E-07,-0.01286432,,,,,,,
8.48E-07,-0.01246231,,,,,,,
8.49E-07,-0.01165829,,,,,,,
8.50E-07,-0.01085427,,,,,,,
8.51E-07,-0.01005025,,,,,,,
8.53E-07,-0.00964824,,,,,,,
8.54E-07,-0.00884422,,,,,,,
8.55E-07,-0.00924623,,,,,,,
8.56E-07,-0.01005025,,,,,,,
8.58E-07,-0.00924623,,,,,,,
8.59E-07,-0.00924623,,,,,,,
8.60E-07,-0.00884422,,,,,,,
8.61E-07,-0.00884422,,,,,,,
8.63E-07,-0.00884422,,,,,,,
8.64E-07,-0.00844221,,,,,,,
8.65E-07,-0.00884422,,,,,,,
8.66E-07,-0.00884422,,,,,,,
8.68E-07,-0.00924623,,,,,,,
8.69E-07,-0.00924623,,,,,,,
8.70E-07,-0.0080402,,,,,,,
8.71E-07,-0.0080402,,,,,,,
8.73E-07,-0.0080402,,,,,,,
8.74E-07,-0.0080402,,,,,,,
8.75E-07,-0.0080402,,,,,,,
8.76E-07,-0.0080402,,,,,,,
8.78E-07,-0.0080402,,,,,,,
8.79E-07,-0.00723618,,,,,,,
8.80E-07,-0.00723618,,,,,,,
8.81E-07,-0.00723618,,,,,,,
8.83E-07,-0.00683417,,,,,,,
8.84E-07,-0.00643216,,,,,,,
8.85E-07,-0.00683417,,,,,,,
8.86E-07,-0.00683417,,,,,,,
8.88E-07,-0.00643216,,,,,,,
8.89E-07,-0.00522613,,,,,,,
8.90E-07,-0.00281407,,,,,,,
8.91E-07,0,,,,,,,
8.93E-07,0.00080402,,,,,,,
8.94E-07,0.00120603,,,,,,,
8.95E-07,0.00160804,,,,,,,
8.96E-07,0.00241206,,,,,,,
8.98E-07,0.00201005,,,,,,,
8.99E-07,0.00160804,,,,,,,
9.00E-07,0.00281407,,,,,,,
9.01E-07,0.00281407,,,,,,,
9.03E-07,0.00241206,,,,,,,
9.04E-07,0.00281407,,,,,,,
9.05E-07,0.00281407,,,,,,,
9.06E-07,0.00241206,,,,,,,
9.08E-07,0.00281407,,,,,,,
9.09E-07,0.00321608,,,,,,,
9.10E-07,0.00321608,,,,,,,
9.11E-07,0.00321608,,,,,,,
9.13E-07,0.00321608,,,,,,,
9.14E-07,0.00361809,,,,,,,
9.15E-07,0.00321608,,,,,,,
9.16E-07,0.00281407,,,,,,,
9.18E-07,0.00281407,,,,,,,
9.19E-07,0.00321608,,,,,,,
9.20E-07,0.00321608,,,,,,,
9.21E-07,0.00321608,,,,,,,
9.23E-07,0.00321608,,,,,,,
9.24E-07,0.00321608,,,,,,,
9.25E-07,0.00321608,,,,,,,
9.26E-07,0.00361809,,,,,,,
9.28E-07,0.00321608,,,,,,,
9.29E-07,0.00321608,,,,,,,
9.30E-07,0.00361809,,,,,,,
9.31E-07,0.00361809,,,,,,,
9.33E-07,0.00321608,,,,,,,
9.34E-07,0.00321608,,,,,,,
9.35E-07,0.00361809,,,,,,,
9.36E-07,0.00361809,,,,,,,
9.38E-07,0.00361809,,,,,,,
9.39E-07,0.00361809,,,,,,,
9.40E-07,0.00361809,,,,,,,
9.41E-07,0.00361809,,,,,,,
9.43E-07,0.0040201,,,,,,,
9.44E-07,0.00442211,,,,,,,
9.45E-07,0.00361809,,,,,,,
9.46E-07,0.00321608,,,,,,,
9.48E-07,0.00361809,,,,,,,
9.49E-07,0.00361809,,,,,,,
9.50E-07,0.00361809,,,,,,,
9.51E-07,0.0040201,,,,,,,
9.53E-07,0.0040201,,,,,,,
9.54E-07,0.0040201,,,,,,,
9.55E-07,0.00361809,,,,,,,
9.56E-07,0.00361809,,,,,,,
9.58E-07,0.00321608,,,,,,,
9.59E-07,0.00361809,,,,,,,
9.60E-07,0.0040201,,,,,,,
9.61E-07,0.00442211,,,,,,,
9.62E-07,0.00442211,,,,,,,
9.64E-07,0.00442211,,,,,,,
9.65E-07,0.00442211,,,,,,,
9.66E-07,0.00442211,,,,,,,
9.68E-07,0.00442211,,,,,,,
9.69E-07,0.0040201,,,,,,,
9.70E-07,0.00361809,,,,,,,
9.71E-07,0.00442211,,,,,,,
9.73E-07,0.00482412,,,,,,,
9.74E-07,0.00522613,,,,,,,
9.75E-07,0.00482412,,,,,,,
9.76E-07,0.00442211,,,,,,,
9.78E-07,0.0040201,,,,,,,
9.79E-07,0.0040201,,,,,,,
9.80E-07,0.0040201,,,,,,,
9.81E-07,0.00442211,,,,,,,
9.83E-07,0.00482412,,,,,,,
9.84E-07,0.00482412,,,,,,,
9.85E-07,0.00482412,,,,,,,
9.86E-07,0.00482412,,,,,,,
9.87E-07,0.00482412,,,,,,,
9.89E-07,0.00442211,,,,,,,
9.90E-07,0.00482412,,,,,,,
9.91E-07,0.00482412,,,,,,,
9.93E-07,0.00522613,,,,,,,
9.94E-07,0.00603015,,,,,,,
9.95E-07,0.00603015,,,,,,,
9.96E-07,0.00603015,,,,,,,
9.98E-07,0.00562814,,,,,,,
9.99E-07,0.00603015,,,,,,,
1.00E-06,0.00603015,,,,,,,
1.00E-06,0.00643216,,,,,,,
1.00E-06,0.00643216,,,,,,,
1.00E-06,0.00683417,,,,,,,
1.01E-06,0.00603015,,,,,,,
1.01E-06,0.00603015,,,,,,,
1.01E-06,0.00643216,,,,,,,
1.01E-06,0.00643216,,,,,,,
1.01E-06,0.00603015,,,,,,,
1.01E-06,0.00683417,,,,,,,
1.01E-06,0.00683417,,,,,,,
1.01E-06,0.00603015,,,,,,,
1.02E-06,0.00482412,,,,,,,
1.02E-06,0.00361809,,,,,,,
1.02E-06,0.00281407,,,,,,,
1.02E-06,0.00201005,,,,,,,
1.02E-06,0.00201005,,,,,,,
1.02E-06,0.00160804,,,,,,,
1.02E-06,0.00160804,,,,,,,
1.02E-06,0.00120603,,,,,,,
1.03E-06,0.00080402,,,,,,,
1.03E-06,0.00080402,,,,,,,
1.03E-06,0.00080402,,,,,,,
1.03E-06,0.00040201,,,,,,,
1.03E-06,0.00040201,,,,,,,
1.03E-06,0.00040201,,,,,,,
1.03E-06,0.00040201,,,,,,,
1.03E-06,0.00040201,,,,,,,
1.04E-06,0.00040201,,,,,,,
1.04E-06,0,,,,,,,
1.04E-06,0,,,,,,,
1.04E-06,0,,,,,,,
1.04E-06,-0.00040201,,,,,,,
1.04E-06,0,,,,,,,
1.04E-06,0,,,,,,,
1.04E-06,0,,,,,,,
1.05E-06,0,,,,,,,
1.05E-06,0,,,,,,,
1.05E-06,-0.00040201,,,,,,,
1.05E-06,-0.00040201,,,,,,,
1.05E-06,0.00040201,,,,,,,
1.05E-06,0.00080402,,,,,,,
1.05E-06,0.00080402,,,,,,,
1.05E-06,-0.00040201,,,,,,,
1.05E-06,0.00040201,,,,,,,
1.06E-06,0,,,,,,,
1.06E-06,-0.00040201,,,,,,,
1.06E-06,-0.00080402,,,,,,,
1.06E-06,0,,,,,,,
1.06E-06,0,,,,,,,
1.06E-06,0,,,,,,,
1.06E-06,0.00040201,,,,,,,
1.07E-06,-0.00040201,,,,,,,
1.07E-06,-0.00120603,,,,,,,
1.07E-06,-0.00040201,,,,,,,
1.07E-06,-0.00040201,,,,,,,
1.07E-06,-0.00040201,,,,,,,
1.07E-06,0,,,,,,,
1.07E-06,-0.00040201,,,,,,,
1.07E-06,-0.00040201,,,,,,,
1.07E-06,-0.00040201,,,,,,,
1.08E-06,0.00040201,,,,,,,
1.08E-06,-0.00040201,,,,,,,
1.08E-06,-0.00040201,,,,,,,
1.08E-06,0.00040201,,,,,,,
1.08E-06,0.00040201,,,,,,,
1.08E-06,0,,,,,,,
1.08E-06,0,,,,,,,
1.09E-06,0,,,,,,,
1.09E-06,0,,,,,,,
1.09E-06,-0.00040201,,,,,,,
1.09E-06,0,,,,,,,
1.09E-06,0,,,,,,,
1.09E-06,-0.00040201,,,,,,,
1.09E-06,0,,,,,,,
1.09E-06,0,,,,,,,
1.09E-06,-0.00040201,,,,,,,
1.10E-06,-0.00040201,,,,,,,
1.10E-06,0,,,,,,,
1.10E-06,0,,,,,,,
1.10E-06,0,,,,,,,
1.10E-06,0,,,,,,,
1.10E-06,0,,,,,,,
1.10E-06,0.00040201,,,,,,,
1.11E-06,0.00080402,,,,,,,
1.11E-06,0.00040201,,,,,,,
1.11E-06,0.00080402,,,,,,,
1.11E-06,0.00040201,,,,,,,
1.11E-06,0.00080402,,,,,,,
1.11E-06,0.00080402,,,,,,,
1.11E-06,0.00040201,,,,,,,
1.11E-06,0,,,,,,,
1.12E-06,0,,,,,,,
1.12E-06,0,,,,,,,
1.12E-06,0,,,,,,,
1.12E-06,0.00040201,,,,,,,
1.12E-06,0.00040201,,,,,,,
1.12E-06,0.00040201,,,,,,,
1.12E-06,0,,,,,,,
1.12E-06,0,,,,,,,
